loan_amount,person_income,credit_score,debt_to_income_ratio,employment_length,previous_defaults,default
16204,25594,678,0.2357,4,0,1
22592,10000,528,0.072,3,0,1
2221,10000,598,0.1978,4,0,0
2546,21329,612,0.4074,8,0,1
5330,10000,597,0.5666,3,0,1
360,10000,630,0.4006,3,0,0
101550,143573,697,0.6802,6,0,1
39124,48390,786,0.0838,3,0,0
2905,10000,577,0.2675,4,0,0
3648,49170,638,0.3128,6,0,0
3577,11131,531,0.4663,5,0,0
14668,23825,671,0.1925,7,0,0
4242,10000,516,0.2406,2,0,0
604,10000,646,0.5418,4,0,0
5150,41389,555,0.2342,7,0,0
28169,27237,637,0.4708,5,0,0
51456,50531,667,0.3446,3,0,0
26586,37549,575,0.0966,4,0,0
56506,64330,634,0.4094,14,0,0
43699,45285,569,0.2331,2,0,0
10156,10000,617,0.2692,3,0,0
6763,22350,598,0.1848,3,1,1
26556,29322,659,0.6185,9,0,0
43967,42194,549,0.5386,5,0,1
20478,22140,566,0.3811,4,0,0
12211,13088,587,0.293,7,0,0
12724,10000,646,0.555,1,0,1
13756,53192,583,0.3681,4,0,0
8279,20560,607,0.2886,2,0,0
2360,15130,701,0.3589,3,0,0
19582,21686,633,0.3253,6,0,0
1925,22415,619,0.092,6,0,0
4764,11175,628,0.3198,6,0,0
2152,14058,607,0.2142,1,0,0
4108,18227,617,0.1705,9,0,0
16060,10095,513,0.1408,4,0,0
5897,10000,586,0.2756,2,0,0
668,10000,580,0.1861,8,0,0
2697,17082,511,0.1873,1,0,0
177860,10000,626,0.368,8,0,1
4327,10000,598,0.1784,3,0,0
3364,10034,621,0.2433,7,1,0
19212,39905,550,0.1833,8,0,0
15386,15668,599,0.3492,5,0,0
3222,20939,580,0.3557,0,1,0
958,15933,556,0.3686,6,0,0
6113,10000,617,0.361,9,2,1
15832,83083,575,0.1426,11,0,0
8139,32051,713,0.1284,2,0,0
14794,77106,697,0.3422,6,0,0
2608,10000,560,0.7585,14,0,0
14605,16415,610,0.5047,5,0,0
1997,26706,671,0.3342,1,0,0
6471,10000,565,0.3753,0,0,0
12179,11332,584,0.2938,3,0,0
6909,102138,764,0.3561,5,0,0
6851,10000,625,0.1609,5,0,0
10773,10000,626,0.5892,12,0,0
15107,10000,556,0.2952,10,0,0
1523,10000,648,0.0534,6,0,0
1651,15121,654,0.163,2,0,0
1375,10000,656,0.5295,3,0,0
1278,10000,560,0.3517,4,0,0
4668,12641,611,0.3469,4,0,0
5156,10797,588,0.2579,1,0,0
114284,121881,692,0.5508,6,0,0
1565,15055,705,0.4459,5,0,0
3118,21947,708,0.2596,3,0,0
7276,10000,597,0.0225,0,0,0
974,10000,628,0.2851,4,0,0
4484,30024,550,0.2281,5,0,0
961,12317,613,0.2887,2,0,0
1569,10000,630,0.2585,5,0,0
944,12905,565,0.2073,5,0,0
12291,18507,674,0.3529,14,0,0
3524,12552,658,0.3872,3,0,0
2119,25835,634,0.1415,1,0,0
20353,29834,676,0.1287,4,0,0
4816,15281,664,0.4105,3,0,0
31893,70183,638,0.3088,9,0,0
3240,27168,683,0.4471,5,0,0
4998,19349,648,0.1501,0,0,0
1523,10160,527,0.4102,2,0,0
18470,82881,586,0.2959,3,0,0
51365,10220,630,0.2394,2,0,1
230611,10000,584,0.1963,4,0,1
35265,26668,682,0.3397,6,0,0
5779,10000,597,0.6808,2,0,0
1008,10000,556,0.4747,7,0,0
1260,10000,563,0.2652,5,0,0
13292,32708,690,0.2458,3,0,0
9236,31235,606,0.2863,1,0,0
25064,17637,603,0.3592,7,0,1
1586,10000,621,0.1995,4,0,0
32813,16838,601,0.4739,4,0,1
3618,18207,548,0.259,8,0,0
1304,29958,537,0.1922,6,0,0
5192,18122,627,0.16,1,0,0
11784,19305,669,0.2074,1,1,0
2197,10000,567,0.4144,7,0,0
4447,10000,654,0.1648,4,0,0
16694,18499,587,0.42,7,0,0
9536,10000,644,0.3626,3,0,0
11058,38977,576,0.21,5,0,0
33398,46959,613,0.4645,9,2,1
1124,10000,659,0.2941,3,0,0
6067,13068,645,0.4747,5,0,0
1654,10000,594,0.231,7,0,0
568,10000,537,0.259,3,0,0
22518,35042,644,0.5233,10,0,0
15695,43935,640,0.5814,9,2,0
11792,136561,627,0.2681,2,0,1
794,10638,662,0.1146,4,0,0
22784,10000,692,0.302,5,0,1
6059,10936,656,0.2653,6,0,0
1653,10000,552,0.2418,2,0,0
1690,10000,551,0.4611,5,0,0
2032,10000,591,0.5347,7,0,0
18313,53294,608,0.2668,8,0,0
12950,17085,658,0.285,1,0,0
8380,10000,510,0.2458,3,0,1
118639,66245,622,0.4583,2,0,0
5576,10000,681,0.5882,4,0,0
12663,237151,759,0.3674,3,0,0
5738,64365,628,0.7019,1,0,0
14544,39340,680,0.1232,4,0,0
1287,10000,691,0.1003,10,0,0
1380,10000,572,0.3474,6,0,0
7604,10000,589,0.0284,5,0,0
8884,10000,650,0.1923,5,0,0
6429,18094,588,0.6032,12,0,0
9725,22538,633,0.2663,6,0,0
1193,10000,566,0.4905,13,0,0
4842,36253,669,0.161,4,0,0
13070,24902,658,0.1838,2,0,0
4424,10000,629,0.6248,3,0,1
13664,54182,598,0.2646,4,0,0
4217,17323,668,0.6565,5,0,0
563,10239,524,0.1144,4,0,0
5868,43318,648,0.5504,1,0,0
135453,18841,618,0.2101,2,0,1
17362,10000,544,0.5867,1,0,1
160277,38464,678,0.3026,5,0,1
6323,10000,693,0.3263,3,0,0
3128,11229,560,0.2271,7,0,1
5899,10000,521,0.3352,1,0,0
2035,10000,624,0.1412,6,0,0
5849,10000,623,0.3858,5,0,0
909,11311,633,0.6801,5,0,0
47151,14450,643,0.2976,7,0,1
9986,14365,555,0.4507,3,0,0
278,10000,608,0.1761,1,0,0
1393,10000,631,0.0593,10,0,0
3584,29952,631,0.3142,2,0,0
2445,13459,579,0.5443,2,0,0
15482,31648,613,0.3031,4,1,1
261972,111786,745,0.2075,9,0,0
477,10000,588,0.361,8,0,0
1980,10000,572,0.614,8,0,0
4322,23845,585,0.3157,8,0,0
16618,24257,595,0.429,5,0,0
5968,20916,647,0.2257,6,0,0
4657,11171,665,0.6068,2,0,0
5359,15586,608,0.2329,4,0,0
1685,10000,572,0.2637,1,0,0
17829,10000,593,0.1663,4,0,0
2343,10000,609,0.0999,1,0,0
4982,16406,644,0.6384,4,0,0
1457,10000,585,0.3274,4,0,0
5153,10000,642,0.7142,5,0,0
5156,23476,674,0.1308,6,0,0
29618,62350,683,0.1532,5,0,0
2084,27515,632,0.1524,11,0,0
8686,11498,538,0.3259,1,0,0
4476,10000,597,0.0847,3,0,1
1974,10000,617,0.1537,7,0,0
65643,32485,670,0.1724,2,0,1
4828,10000,588,0.1241,7,0,0
9296,10000,715,0.1733,3,0,0
4638,21712,608,0.0622,4,0,0
7846,10000,634,0.3525,4,0,0
7746,10000,561,0.4222,7,0,0
15948,10000,686,0.2349,4,0,0
2061,10000,544,0.1044,5,0,0
10866,17041,672,0.2077,8,0,0
1069626,60958,649,0.7636,1,0,1
2705,10469,554,0.5028,9,0,0
7437,16658,716,0.1448,4,0,0
65218,43015,541,0.3023,2,0,1
6849,10000,636,0.1316,6,0,0
14921,17556,696,0.3932,2,0,0
2244,16876,668,0.3237,3,0,0
6126,10000,547,0.3157,2,0,0
3091,10000,579,0.3248,5,0,1
8041,65593,641,0.0959,10,0,0
16246,27853,649,0.2897,4,0,0
1264,10442,544,0.1559,2,0,0
1822,10000,655,0.3305,4,0,0
4136,14312,576,0.241,10,0,0
26798,22396,627,0.5457,12,0,0
8174,23787,560,0.1673,5,0,0
10748,40686,686,0.1763,5,0,0
71949,13363,725,0.4726,3,0,1
8239,10000,568,0.1953,5,0,0
24011,55475,655,0.0639,6,0,0
13524,12971,713,0.2301,3,0,0
3114,14215,627,0.3243,3,0,0
19360,25162,649,0.2687,4,0,0
5907,10433,569,0.0689,12,0,0
266098,290468,722,0.288,1,0,0
1797,10000,575,0.5449,2,0,0
24637,11807,566,0.1348,4,0,1
2880,10000,617,0.1259,5,0,0
1214,10000,531,0.3831,8,0,0
1098,10000,590,0.3738,8,0,0
1919,10245,575,0.2931,3,0,0
151211,10000,641,0.2212,2,0,1
6156,10324,660,0.6788,2,0,1
23408,42470,668,0.7365,3,0,0
309,10000,639,0.5619,11,0,0
2587,39874,607,0.4571,4,0,0
62726,100458,722,0.4084,4,0,0
11200,10140,700,0.1114,6,0,0
7896,10000,618,0.1219,5,0,0
10745,47813,556,0.5304,7,0,0
2787,10000,624,0.1105,6,1,0
543,10000,572,0.1577,5,2,0
3069,10000,556,0.235,2,0,0
4678,10000,650,0.1243,6,0,0
60371,111745,594,0.3069,4,0,0
1682,10000,587,0.2883,3,0,0
60199,17836,608,0.1393,6,0,1
39948,10000,555,0.375,13,0,1
70667,34199,681,0.1145,1,0,0
6415,16864,628,0.6145,1,1,1
17032,10000,588,0.4179,4,0,0
20395,10000,541,0.2639,4,0,1
5361,13218,529,0.0112,3,0,0
8123,24975,595,0.454,5,1,0
6634,24697,604,0.5593,4,0,0
78739,299111,693,0.1454,3,0,0
1772,10000,651,0.3873,4,0,0
15575,52423,637,0.5397,5,0,0
3681,10000,599,0.2927,5,0,0
2102,10000,607,0.1464,2,1,1
402,10000,619,0.2731,7,0,0
3040,27000,549,0.41,4,0,0
5970,10000,570,0.0938,3,0,0
1987,10000,682,0.4358,7,0,0
3349,10000,588,0.518,5,0,0
1086,59326,558,0.0979,6,0,0
4740,10000,568,0.2135,3,0,0
29820,77180,659,0.1963,4,0,0
2348,10000,606,0.3797,1,0,0
120528,22009,631,0.1766,5,0,1
17852,29291,654,0.3664,3,0,0
1470,14251,611,0.1368,8,0,0
34321,15494,654,0.3484,3,0,1
48126,119310,645,0.3816,4,0,0
12281,50136,669,0.6203,4,2,1
6158,10000,627,0.1491,8,0,0
14194,10000,600,0.2327,2,0,0
38159,10000,641,0.4842,5,0,1
2914,11422,688,0.5891,2,0,0
24560,33686,568,0.5538,2,0,1
3147,79484,679,0.2872,5,0,0
9158,25329,626,0.5569,6,0,0
18579,13565,586,0.3452,1,0,0
8176,11530,509,0.5661,1,0,1
27230,39528,604,0.7841,8,2,1
22424,10000,546,0.3885,4,0,1
1078,49849,613,0.1512,3,0,0
689,10000,601,0.407,4,0,0
115103,10000,611,0.243,4,0,1
21950,119614,686,0.101,3,0,0
7142,10000,627,0.2856,3,0,0
4916,17398,666,0.5592,7,0,0
3953,12551,605,0.2663,4,0,0
950,10000,617,0.5432,6,1,0
335,10000,602,0.3563,2,0,0
695703,27302,615,0.5117,4,0,1
4189,16152,684,0.1819,6,0,0
1741,19675,644,0.7667,6,0,0
5320,10000,585,0.3064,4,0,0
15122,10000,601,0.1602,4,0,0
32889,82080,760,0.2554,7,0,0
2864,10000,672,0.0307,2,0,0
2051,13556,604,0.3849,3,0,0
55885,46925,590,0.5864,1,0,0
2566,15701,651,0.3357,7,0,0
1098,10000,586,0.4729,2,0,0
2995,10000,596,0.1564,3,0,0
20316,16905,623,0.1983,4,0,0
8379,82009,631,0.5045,4,0,0
66466,152150,693,0.2695,2,0,0
8463,20918,575,0.3402,3,0,0
31381,30086,621,0.1619,2,0,0
651,10000,524,0.4315,2,1,1
11742,67340,667,0.0328,3,0,0
5023,10000,617,0.0659,7,0,0
33604,10000,614,0.3354,4,0,1
1663,10000,583,0.5024,4,0,0
4314,10000,536,0.0176,5,0,0
1147,10000,521,0.0884,7,0,0
3590,17189,608,0.2015,6,0,0
780,10000,572,0.6061,3,0,0
12582,35868,680,0.0325,3,0,0
4540,10000,573,0.2554,4,0,0
9748,23251,579,0.2193,7,0,0
2519,21584,678,0.502,4,0,0
3436,10000,639,0.2432,3,0,0
876,10000,619,0.1266,3,0,0
8872,42148,625,0.3322,6,0,0
5415,10000,581,0.6422,4,0,0
20039,25338,641,0.0643,5,0,0
18639,46829,541,0.5079,6,0,0
40294,10000,572,0.4531,5,0,1
12494,10000,598,0.3148,3,0,1
2806,10000,592,0.2794,5,0,0
2235,17398,494,0.2159,6,0,0
11738,30357,636,0.0379,7,0,0
2105,10000,559,0.0228,2,0,0
17235,14799,609,0.4765,5,0,0
10476,17774,561,0.4208,4,0,0
252753,50998,641,0.1824,16,0,1
3364,10000,572,0.1111,2,0,0
17134,10000,642,0.1315,0,0,0
599,10000,605,0.0921,9,0,0
1810,16612,620,0.0927,4,0,0
1611,10000,634,0.49,4,1,0
17910,10000,557,0.2071,3,0,0
9015,10631,563,0.4361,3,0,1
64304,63228,600,0.2747,6,0,0
3288,10000,627,0.2822,4,0,0
5941,16030,542,0.1402,6,0,0
2415,10000,600,0.5055,2,0,0
33400,53695,652,0.2735,3,0,0
785,12110,602,0.298,5,0,0
20636,10000,622,0.6046,8,0,0
3625,20449,515,0.5623,4,0,0
7817,10000,597,0.1929,6,0,0
1658,10000,578,0.158,2,0,0
7313,17078,627,0.1066,4,0,0
6746,11350,691,0.1675,5,0,0
12653,10000,620,0.1916,5,0,0
105844,10000,656,0.2414,3,0,1
2037,10000,595,0.1653,3,0,0
985,16915,619,0.3854,4,0,0
118037,10000,633,0.4585,4,0,1
6598,18982,586,0.5182,5,0,0
1449,10000,688,0.2664,6,0,0
22904,39175,654,0.3864,6,0,0
2253,20637,589,0.2749,5,0,0
342,12423,559,0.4364,6,0,0
504,10000,640,0.2059,6,0,0
2060,10000,620,0.5803,7,0,0
53561,26021,575,0.8042,7,0,0
6222,21759,623,0.1999,9,0,0
4146,17507,640,0.2684,5,0,0
5424,10000,697,0.1145,4,0,0
4031,67944,600,0.3258,1,0,0
317,10000,630,0.1377,5,0,0
7205,13704,596,0.5234,2,0,0
14213,34798,641,0.216,3,0,1
11333,10000,656,0.3246,12,1,1
2486,10000,546,0.2056,3,0,0
1711,10000,645,0.42,3,0,0
2052,10000,653,0.3459,2,1,1
1719,10000,628,0.2928,11,0,0
888,15395,621,0.449,3,0,0
7192,28444,603,0.603,4,0,0
9617,16331,552,0.1656,2,0,0
3390,16570,607,0.3427,4,0,0
1187,14372,662,0.1507,11,0,0
8405,14601,588,0.2744,5,0,0
7155,17926,645,0.1372,6,0,0
1631,12351,655,0.4102,6,0,0
1248,12912,597,0.3133,5,0,0
15197,16920,697,0.5228,4,0,0
11288,27793,686,0.1844,3,0,0
10794,17460,662,0.1933,5,0,0
320,10000,611,0.2962,0,0,0
2677,10000,646,0.3887,3,0,0
1457,10000,596,0.5864,8,0,0
2892,10000,649,0.2583,2,0,0
18020,31759,539,0.4764,6,0,0
4952,10000,562,0.2513,3,0,0
20329,40394,743,0.3733,3,0,0
5562,10692,599,0.3975,4,0,0
7003,10000,574,0.2455,2,0,0
59720,134343,616,0.1456,7,0,0
7317,12737,607,0.6047,4,0,1
8306,10000,569,0.3995,4,0,0
38045,96764,747,0.1561,2,0,0
10374,29009,631,0.5901,4,0,0
3137,10000,579,0.2212,2,0,1
6836,10000,564,0.4634,7,0,0
6104,10000,619,0.2139,2,0,0
61203,67042,647,0.1123,3,0,0
521,10438,595,0.1998,3,1,0
3756,10892,586,0.1889,1,0,0
16653,37058,547,0.2171,2,0,0
8151,10000,692,0.0138,4,0,0
5005,10000,497,0.295,5,0,0
6470,23216,669,0.4348,9,0,0
142129,10000,571,0.0997,4,0,1
16640,36905,654,0.2376,7,0,0
13431,10000,614,0.1425,3,0,0
42950,11447,622,0.5793,1,0,1
2111,10000,702,0.1893,3,0,0
3335,10000,615,0.2255,3,0,0
50767,29309,597,0.2506,6,0,0
60961,93610,644,0.1093,6,0,0
1436,10000,596,0.3581,3,0,0
366,10000,606,0.4864,2,0,0
7834,10000,512,0.3148,8,0,0
1362,10000,563,0.3227,3,0,0
1116,21886,606,0.3368,2,0,0
3491,10000,540,0.1898,5,0,0
3496,16679,564,0.1172,2,0,0
8442,10000,614,0.1884,3,0,0
842,10000,586,0.5328,2,0,0
11147,10000,603,0.2928,6,0,0
44240,60011,772,0.2781,8,0,0
4823,10000,553,0.2273,5,0,0
487,10000,616,0.1444,6,0,0
3589,10000,654,0.6063,3,0,0
2845,12444,657,0.6977,2,0,0
5998,20413,512,0.4681,4,0,0
3277,17592,586,0.1342,5,1,0
25943,10000,573,0.1754,6,0,0
1829,10000,562,0.4431,6,0,1
3654,10000,547,0.5643,1,0,0
4621,10000,532,0.5026,2,0,0
4530,10000,640,0.105,3,0,0
12712,17631,640,0.5172,9,0,0
5293,10000,663,0.3083,5,0,0
4986,39242,689,0.2262,3,0,0
1587,13355,627,0.1367,2,0,0
5893,12411,502,0.4651,4,1,0
2757,25884,594,0.222,4,0,0
73644,63186,728,0.1558,7,0,0
10547,26235,671,0.3203,5,0,0
3174,10000,620,0.8102,5,0,0
6409,52346,615,0.21,3,0,0
8191,10000,594,0.0485,2,0,0
1171,10238,634,0.5525,5,0,0
3924,10000,634,0.4022,6,0,0
9307,28284,659,0.1444,8,0,0
4703,10000,627,0.6652,10,0,1
2484,14880,619,0.6225,9,0,0
148819,31779,670,0.0892,5,1,1
8750,11979,621,0.2258,4,0,0
2389,10000,627,0.1963,3,0,0
443,10000,573,0.5942,4,0,0
22676,10000,644,0.2825,7,0,1
2190,10000,618,0.2788,6,0,0
70260,142232,669,0.0972,4,0,0
6015,10000,623,0.3365,7,0,0
6867,95180,630,0.2868,2,0,0
8788,10000,670,0.2375,3,0,0
8627,18318,567,0.5011,10,0,0
4987,10000,675,0.4391,3,0,0
1514,12233,602,0.2982,6,0,0
12934,10000,522,0.1314,2,0,0
8729,10000,603,0.4414,10,0,0
1366,15191,579,0.0987,4,0,0
3216,10000,575,0.4139,2,1,1
5020,10000,692,0.2664,7,0,0
25187,26121,632,0.5487,6,2,0
2791,10000,666,0.8381,3,0,0
2943,10000,579,0.2813,5,0,0
676,14043,653,0.1819,3,0,0
28502,19844,585,0.4301,2,0,0
1903,10000,604,0.1907,6,0,0
9013,19887,529,0.2974,2,0,0
638,10000,568,0.1822,13,0,0
9535,33248,630,0.0776,5,0,0
3023,32397,519,0.2199,9,0,0
2329,10000,626,0.3443,4,0,0
3128,17288,542,0.2792,6,0,0
5105,12087,584,0.7595,2,0,0
29642,10485,614,0.0398,1,0,0
11387,10000,664,0.3932,3,0,0
1208,10698,527,0.5223,5,0,0
1292,42380,664,0.4763,4,0,0
10134,24470,601,0.2071,6,0,0
12940,26420,645,0.4705,2,0,0
10928,99510,616,0.3389,4,0,0
4331,10000,551,0.4403,7,0,0
26631,10000,669,0.3706,2,0,0
4037,10000,613,0.6538,9,0,0
1762,10000,608,0.4511,5,0,0
5538,10000,647,0.5233,8,0,1
27532,97256,582,0.4509,1,0,0
34502,37199,738,0.2329,7,0,0
10220,23444,701,0.0978,2,0,0
107545,28362,631,0.3012,5,0,1
1897,10000,627,0.1873,4,0,0
4038,12323,571,0.555,3,0,0
7715,10000,564,0.2514,5,0,0
56358,10000,573,0.1774,2,0,1
869,15498,588,0.3295,5,0,0
1296,14796,576,0.1057,2,0,0
153504,22541,607,0.3797,4,0,1
7224,13763,594,0.2236,5,0,0
13020,58303,660,0.3919,3,0,0
11659,23372,627,0.3947,6,0,0
5343,10000,649,0.0894,2,0,0
5890,10000,614,0.3522,3,0,0
3348,20982,677,0.2049,3,0,0
11059,132540,693,0.3003,6,0,0
11324,10000,588,0.114,5,0,0
16945,11513,548,0.2903,5,0,0
3772,20873,584,0.3014,10,0,0
6454,12552,547,0.7458,7,0,1
2259,10000,550,0.2867,1,0,0
1481,10000,579,0.3763,4,0,0
14522,40242,706,0.4327,4,0,0
19795,34442,587,0.6314,5,0,0
1100,18880,648,0.739,5,0,0
534,10000,608,0.2716,0,0,0
4835,10000,605,0.1765,1,0,0
8118,91432,639,0.4051,17,0,0
14393,10000,556,0.6807,3,0,1
5682,15975,552,0.3571,7,0,0
2142,10000,609,0.4622,9,0,0
992,10000,664,0.1746,12,0,0
3127,10243,602,0.1743,8,0,0
9121,16621,666,0.3456,4,1,0
37243,34825,637,0.1525,5,0,0
13831,10329,598,0.2623,2,0,1
11510,18557,632,0.2481,5,0,0
13260,10000,578,0.3067,6,0,0
6817,10639,597,0.2728,0,0,0
9250,10000,647,0.0581,3,0,0
41902,85386,562,0.2698,2,0,0
3852,28422,721,0.347,6,0,0
3858,10000,568,0.5776,7,0,0
3235,10000,666,0.3384,8,0,0
12628,12073,528,0.4532,3,0,1
3000000,34192,657,0.5504,5,0,1
2199,10000,701,0.3296,2,0,0
5256,10000,622,0.2408,5,0,0
2819,10000,594,0.1156,5,0,0
12505,18978,597,0.6767,4,0,0
5094,18165,539,0.0488,5,0,1
18157,48991,685,0.4514,6,0,0
10803,10000,534,0.1836,6,0,1
18895,42976,719,0.0502,2,0,0
5375,14722,618,0.4597,7,0,0
5826,23632,683,0.2936,5,0,0
9305,48082,728,0.2019,6,0,0
898,24562,623,0.4901,4,0,0
8991,29474,629,0.1513,7,0,0
247,10000,572,0.2003,2,0,0
3285,10000,671,0.3963,2,0,0
774,11539,585,0.2916,4,0,0
1121,10000,514,0.3356,5,0,0
11821,20197,607,0.2322,14,0,0
1778,10088,576,0.28,4,0,0
3620,10000,597,0.3912,5,0,0
2092,10000,633,0.1392,3,0,0
6001,10000,473,0.0924,6,0,0
7691,31357,635,0.3479,4,0,0
648,18534,601,0.1338,0,0,0
7402,21204,576,0.1058,2,0,0
5019,18014,640,0.5208,8,0,0
20870,22664,537,0.3028,1,0,0
13146,29947,687,0.0412,2,0,0
2119,10000,609,0.2843,4,0,0
39151,48329,581,0.3242,6,0,0
8132,10000,542,0.6425,15,0,0
6896,12927,650,0.3185,6,0,0
14413,19293,653,0.6403,1,0,1
1796,11799,519,0.2078,4,0,0
4181,10000,611,0.1496,10,0,1
2475,10000,562,0.1906,5,0,0
30783,25862,666,0.3173,1,0,0
4631,10000,674,0.1451,2,0,0
5555,10000,670,0.447,6,0,0
482,10000,514,0.1912,3,0,0
6487,32795,572,0.1542,4,0,0
2564,80019,649,0.1853,2,0,0
693,10000,556,0.1727,7,0,0
1302,16906,544,0.303,3,0,0
1422,14740,548,0.2561,5,0,0
119166,64615,675,0.2309,4,0,0
1496,10000,662,0.2776,7,0,0
10750,12219,653,0.2866,4,1,0
5240,10000,543,0.442,5,1,1
1548,13171,606,0.0362,3,0,0
5785,26726,674,0.0405,4,2,0
3011,10000,605,0.4115,6,0,0
4632,53646,582,0.1596,5,0,0
10238,57520,677,0.0701,1,0,0
5388,10000,623,0.3149,6,0,0
1016,14554,572,0.1285,5,0,0
660,10000,501,0.2658,5,0,0
12608,13434,602,0.238,3,0,0
22429,17718,662,0.0714,5,0,0
1081,30154,533,0.2761,6,0,0
4451,10000,631,0.2447,12,0,0
101803,29574,724,0.28,4,0,0
7258,42305,673,0.2427,8,0,0
292123,42586,647,0.564,3,0,1
46165,53802,653,0.3362,5,0,0
1939,17999,697,0.604,3,0,0
12136,15139,523,0.2244,1,0,0
5886,14227,578,0.2695,0,0,0
6475,28523,655,0.2425,1,0,0
3893,10000,663,0.3643,7,0,0
4432,10000,634,0.216,5,0,0
1074,10000,544,0.1745,2,0,0
27651,15295,613,0.3582,2,0,0
2302,10000,601,0.2918,3,0,0
2388,13137,670,0.3759,4,0,0
1222,11003,646,0.4116,7,0,0
13428,16214,600,0.6171,11,0,0
32591,18024,650,0.187,8,0,0
3812,10000,624,0.2688,4,0,0
6351,36634,660,0.2437,1,0,0
15382,115983,628,0.0802,4,0,0
12260,10000,575,0.2146,3,0,0
1691,15809,527,0.3066,4,0,0
5207,17647,652,0.3814,3,0,1
12256,10000,615,0.0894,2,0,0
8343,30062,570,0.0582,3,0,0
3583,10000,602,0.3703,6,0,0
1096,10000,505,0.2227,2,0,0
4715,50772,724,0.2102,6,0,0
1986,16755,665,0.578,4,0,0
1767,10000,583,0.3775,2,0,0
10643,26282,670,0.1094,13,0,0
258413,335227,633,0.5227,14,0,0
6251,41778,754,0.6431,3,0,0
15188,55434,580,0.09,6,0,0
17859,29772,563,0.2566,6,0,0
15947,10000,606,0.1656,4,0,0
3417,10401,580,0.2439,2,0,0
3361,20210,590,0.1387,4,0,0
9024,14908,553,0.3984,2,0,0
4365,10000,470,0.2428,5,0,0
1200,13790,509,0.4431,4,0,0
13189,47748,617,0.5072,10,0,0
3560,10000,586,0.0923,5,0,0
6021,25042,622,0.1241,2,0,0
1197,11620,565,0.449,3,0,0
12380,14365,600,0.1937,8,1,0
1831,15937,552,0.4484,8,0,0
2978,10000,621,0.3955,1,0,1
15857,19939,715,0.4714,3,0,0
6353,25256,643,0.3247,11,0,0
6360,17883,556,0.3235,4,0,0
1806,10000,604,0.0741,4,0,0
754,17502,586,0.2324,2,0,0
11815,43323,673,0.3532,2,0,1
11349,10000,663,0.2603,5,0,0
2066,15536,529,0.1385,3,0,0
9712,13864,698,0.2554,12,0,0
12676,51883,724,0.5728,17,0,0
10001,25492,555,0.27,5,0,0
5592,21583,635,0.3479,4,0,0
26339,21216,609,0.1318,4,0,0
772,18299,669,0.1607,7,0,0
25999,21123,600,0.3014,7,0,0
628,10000,593,0.3051,3,0,0
12911,40362,686,0.2964,1,0,0
59203,53840,625,0.3294,2,0,0
1281,10000,687,0.5475,4,0,0
27379,20525,657,0.4992,6,0,0
5141,10000,539,0.1666,7,0,0
61661,74161,751,0.1654,3,0,0
4856,32225,631,0.1182,2,0,0
2637,10000,583,0.2576,4,0,0
24531,20182,610,0.2641,9,0,0
7387,15381,667,0.3011,3,0,0
5559,10000,588,0.373,5,0,0
12947,30580,548,0.6245,11,0,0
10354,10000,563,0.2822,3,0,0
12948,30475,660,0.1447,2,0,0
24127,10000,600,0.2183,2,0,0
650,10000,596,0.6054,4,0,0
3928,16677,592,0.7043,6,0,0
217,10000,595,0.0931,6,0,0
5375,10000,528,0.3252,2,0,0
10543,18106,663,0.1698,3,0,0
2481,10000,492,0.2557,3,0,0
7185,21191,691,0.6402,2,0,0
3514,10000,563,0.3299,4,0,0
4273,10000,615,0.0936,6,0,0
5718,24749,586,0.3301,6,0,0
9141,10000,587,0.2421,2,0,0
3140,10000,603,0.1275,2,0,0
6829,11701,598,0.7209,5,0,1
1369,10000,579,0.0907,6,0,0
5262,46873,696,0.1977,6,0,0
955,10000,510,0.4495,4,0,0
6385,10000,585,0.2077,8,0,0
1121,10000,593,0.037,3,1,0
1134,10000,621,0.2477,2,0,0
11927,21281,661,0.2084,1,0,0
2188,43257,609,0.1552,1,0,0
9516,19230,603,0.2297,7,0,0
8103,10000,576,0.4512,7,0,0
2515,13582,536,0.3299,5,0,0
7825,13748,575,0.1355,4,0,0
5799,27020,567,0.0567,3,0,0
424,10000,539,0.0623,8,0,0
70204,53029,632,0.33,1,0,0
2608,20683,621,0.1137,4,0,0
3885,10000,686,0.2177,2,0,0
831,10000,606,0.1089,4,0,0
11193,27658,630,0.1647,2,0,0
2186,15106,662,0.2459,2,0,0
7310,28233,595,0.213,8,0,0
4279,45668,660,0.3722,1,0,0
4423,10000,614,0.3016,2,0,0
3620,21478,697,0.2604,3,0,0
6743,10000,712,0.4732,9,0,0
3886,34599,631,0.2179,6,0,0
14604,10000,578,0.5342,2,0,1
4089,10000,515,0.8108,3,0,1
3675,15283,630,0.1974,2,0,0
71636,24759,611,0.6065,5,0,1
3026,10000,587,0.4563,9,0,0
16471,10255,570,0.6835,5,0,0
1354,10000,581,0.073,4,0,0
2625,10000,587,0.1944,3,0,0
3401,13375,633,0.288,5,0,0
4009,10000,619,0.2836,8,0,0
7027,35021,578,0.3083,2,0,0
18434,10000,527,0.5085,2,0,0
12904,23057,562,0.5569,3,0,1
2689,16139,563,0.2286,4,0,0
9947,10000,583,0.2877,3,0,0
6221,34357,601,0.658,4,0,0
65939,58662,754,0.3316,2,0,0
7342,13802,521,0.5468,4,0,0
16253,36475,703,0.082,6,0,0
3464,20302,712,0.4981,8,0,0
